"OPENSECRETS.INDUSTRY","YEAR","STATE","FIRST","LAST","DISTRICT","CANDIDATE","PARTY","AMOUNT","INDUSTRYPERCENT","CANDTOTAL","INCUMBENT","VOTES","PERCENT","PRIMARY.INDUSTRY","SECONDARY.INDUSTRY1","SECONDARY.INDUSTRY2","SECONDARY.INDUSTRY3","WINNER","indrank","TotalRaceFunds","RaceFundPerc","X","Sector","AdjClose","Group","YrPercentChange","RelYear"
"Misc Business",2010,"PA","MICHAEL","PIPE","5","MICHAEL PIPE","D",500,0.027027027027,18500,0,52375,0.2823,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,3,601526,0.0307551128297031,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Electric Utilities",2010,"PA","GLENN","THOMPSON","5","GLENN THOMPSON","R",27450,0.0470819483179,583026,1,127427,0.6869,"Utilities","","","",1,8,601526,0.969244887170297,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Telecom Services & Equipment",2010,"PA","MICHAEL","PIPE","5","MICHAEL PIPE","D",250,0.0135135135135,18500,0,52375,0.2823,"Telecommunication Services","","","",0,5,601526,0.0307551128297031,79,"Telecommunication Services",112.519055,"Values1112b",8.02307208638292,"2010"
"Food Processing & Sales",2010,"PA","MICHAEL","PIPE","5","MICHAEL PIPE","D",500,0.027027027027,18500,0,52375,0.2823,"Consumer Staples","","","",0,2,601526,0.0307551128297031,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Automotive",2010,"PA","GLENN","THOMPSON","5","GLENN THOMPSON","R",33279,0.0570797871793,583026,1,127427,0.6869,"Consumer Discretionary","","","",1,7,601526,0.969244887170297,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Mining",2010,"PA","GLENN","THOMPSON","5","GLENN THOMPSON","R",42550,0.0729813078662,583026,1,127427,0.6869,"Materials","","","",1,6,601526,0.969244887170297,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Oil & Gas",2010,"PA","GLENN","THOMPSON","5","GLENN THOMPSON","R",72222,0.123874406973,583026,1,127427,0.6869,"Energy","","","",1,3,601526,0.969244887170297,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Hospitals/Nursing Homes",2010,"PA","GLENN","THOMPSON","5","GLENN THOMPSON","R",57375,0.0984089903366,583026,1,127427,0.6869,"Health Care","","","",1,4,601526,0.969244887170297,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Commercial Banks",2010,"PA","GLENN","THOMPSON","5","GLENN THOMPSON","R",46210,0.0792589009752,583026,1,127427,0.6869,"Financials","","","",1,5,601526,0.969244887170297,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Defense Aerospace",2010,"PA","MICHAEL","PIPE","5","MICHAEL PIPE","D",250,0.0135135135135,18500,0,52375,0.2823,"Industrials","","","",0,4,601526,0.0307551128297031,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Crop Production & Basic Processing",2010,"PA","GLENN","THOMPSON","5","GLENN THOMPSON","R",22075,0.0378628054323,583026,1,127427,0.6869,"Consumer Staples","","","",1,9,601526,0.969244887170297,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Electric Utilities",2010,"PA","BILL","SHUSTER","9","BILL SHUSTER","R",44400,0.0926623521629,479159,1,141904,0.7306,"Utilities","","","",1,6,479159,1,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Insurance",2010,"PA","BILL","SHUSTER","9","BILL SHUSTER","R",11200,0.0233742870321,479159,1,141904,0.7306,"Financials","","","",1,9,479159,1,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Oil & Gas",2010,"PA","BILL","SHUSTER","9","BILL SHUSTER","R",27750,0.0579139701018,479159,1,141904,0.7306,"Energy","","","",1,8,479159,1,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Building Materials & Equipment",2010,"PA","BILL","SHUSTER","9","BILL SHUSTER","R",48650,0.101532059296,479159,1,141904,0.7306,"Materials","Industrials","","",1,5,479159,1,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Automotive",2010,"PA","BILL","SHUSTER","9","BILL SHUSTER","R",55200,0.1152018432295,479159,1,141904,0.7306,"Consumer Discretionary","","","",1,4,479159,1,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Beer, Wine & Liquor",2010,"PA","BILL","SHUSTER","9","BILL SHUSTER","R",36750,0.076696879324,479159,1,141904,0.7306,"Consumer Staples","","","",1,7,479159,1,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Pharmaceuticals/Health Products",2010,"RI","JOHN","LOUGHLIN","1","JOHN LOUGHLIN","R",6000,0.023314189793,257354,0,71542,0.4455,"Health Care","","","",0,7,1374815,0.187191731251114,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Commercial Banks",2010,"RI","DAVID","CICILLINE","1","DAVID CICILLINE","D",120352,0.1077012978528,1117461,0,81269,0.506,"Financials","","","",1,4,1374815,0.812808268748886,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Food & Beverage",2010,"RI","DAVID","CICILLINE","1","DAVID CICILLINE","D",21875,0.0195756272478,1117461,0,81269,0.506,"Consumer Staples","","","",1,6,1374815,0.812808268748886,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Oil & Gas",2010,"RI","JOHN","LOUGHLIN","1","JOHN LOUGHLIN","R",11550,0.0448798153516,257354,0,71542,0.4455,"Energy","","","",0,6,1374815,0.187191731251114,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Air Transport",2010,"RI","JOHN","LOUGHLIN","1","JOHN LOUGHLIN","R",4750,0.0184570669195,257354,0,71542,0.4455,"Industrials","","","",0,8,1374815,0.187191731251114,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Construction Services",2010,"RI","DAVID","CICILLINE","1","DAVID CICILLINE","D",23801,0.0212991773315,1117461,0,81269,0.506,"Industrials","","","",1,5,1374815,0.812808268748886,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Food & Beverage",2010,"RI","JOHN","LOUGHLIN","1","JOHN LOUGHLIN","R",12200,0.0474055192459,257354,0,71542,0.4455,"Consumer Staples","","","",0,5,1374815,0.187191731251114,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Business Services",2010,"RI","JOHN","LOUGHLIN","1","JOHN LOUGHLIN","R",19000,0.073828267678,257354,0,71542,0.4455,"Consumer Discretionary","Industrials","","",0,4,1374815,0.187191731251114,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Defense Electronics",2010,"RI","JIM","LANGEVIN","2","JIM LANGEVIN","D",43300,0.0638582788645,678064,1,104442,0.5986,"Industrials","","","",1,5,724976,0.935291651033965,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Electric Utilities",2010,"RI","MARK","ZACCARIA","2","MARK ZACCARIA","R",500,0.010703887652,46712,0,55409,0.3176,"Utilities","","","",0,9,724976,0.0644324777647812,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Pharmaceuticals/Health Products",2010,"RI","MARK","ZACCARIA","2","MARK ZACCARIA","R",1000,0.021407775304,46712,0,55409,0.3176,"Health Care","","","",0,8,724976,0.0644324777647812,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Insurance",2010,"RI","MARK","ZACCARIA","2","MARK ZACCARIA","R",5000,0.10703887652,46712,0,55409,0.3176,"Financials","","","",0,2,724976,0.0644324777647812,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Food & Beverage",2010,"RI","MARK","ZACCARIA","2","MARK ZACCARIA","R",2837,0.0607338585374,46712,0,55409,0.3176,"Consumer Staples","","","",0,5,724976,0.0644324777647812,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Business Services",2010,"RI","MARK","ZACCARIA","2","MARK ZACCARIA","R",3700,0.0792087686248,46712,0,55409,0.3176,"Consumer Discretionary","Industrials","","",0,4,724976,0.0644324777647812,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Building Materials & Equipment",2010,"RI","JIM","LANGEVIN","2","JIM LANGEVIN","D",19700,0.0290533047028,678064,1,104442,0.5986,"Materials","Industrials","","",1,6,724976,0.935291651033965,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Insurance",2010,"RI","JIM","LANGEVIN","2","JIM LANGEVIN","D",77531,0.1143417140564,678064,1,104442,0.5986,"Financials","","","",1,3,724976,0.935291651033965,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Misc Defense",2010,"RI","MARK","ZACCARIA","2","MARK ZACCARIA","R",4300,0.0920534338072,46712,0,55409,0.3176,"Industrials","","","",0,3,724976,0.0644324777647812,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Hospitals/Nursing Homes",2010,"RI","JIM","LANGEVIN","2","JIM LANGEVIN","D",15900,0.0234491139479,678064,1,104442,0.5986,"Health Care","","","",1,7,724976,0.935291651033965,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Business Services",2010,"RI","JIM","LANGEVIN","2","JIM LANGEVIN","D",65640,0.0968050213549,678064,1,104442,0.5986,"Consumer Discretionary","Industrials","","",1,4,724976,0.935291651033965,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Electronics Mfg & Services",2010,"RI","MARK","ZACCARIA","2","MARK ZACCARIA","R",1000,0.021407775304,46712,0,55409,0.3176,"Information Technology","Consumer Discretionary","","",0,7,724976,0.0644324777647812,77,"Information Technology",2387.483504,"Values1112b",7.30339532248292,"2010"
"Construction Services",2010,"SC","TIM","SCOTT","1","TIM SCOTT","R",22675,0.030152283994,752016,0,152755,0.6537,"Industrials","","","",1,7,757766,0.992411905522285,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Hospitals/Nursing Homes",2010,"SC","TIM","SCOTT","1","TIM SCOTT","R",13775,0.0183174294164,752016,0,152755,0.6537,"Health Care","","","",1,8,757766,0.992411905522285,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Food & Beverage",2010,"SC","TIM","SCOTT","1","TIM SCOTT","R",25240,0.0335631156784,752016,0,152755,0.6537,"Consumer Staples","","","",1,6,757766,0.992411905522285,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Business Services",2010,"SC","TIM","SCOTT","1","TIM SCOTT","R",53550,0.0712085913065,752016,0,152755,0.6537,"Consumer Discretionary","Industrials","","",1,4,757766,0.992411905522285,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Misc Business",2010,"SC","TIM","SCOTT","1","TIM SCOTT","R",43107,0.0573219186826,752016,0,152755,0.6537,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,5,757766,0.992411905522285,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Oil & Gas",2010,"SC","JOE","WILSON","2","JOE WILSON","R",19800,0.0222966695757,888025,1,138861,0.5348,"Energy","","","",1,9,1848087,0.480510387227441,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Business Services",2010,"SC","JOE","WILSON","2","JOE WILSON","R",53002,0.0596852566088,888025,1,138861,0.5348,"Consumer Discretionary","Industrials","","",1,4,1848087,0.480510387227441,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Pharmaceuticals/Health Products",2010,"SC","JOE","WILSON","2","JOE WILSON","R",24860,0.0279947073562,888025,1,138861,0.5348,"Health Care","","","",1,6,1848087,0.480510387227441,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Electric Utilities",2010,"SC","JOE","WILSON","2","JOE WILSON","R",21150,0.0238168970468,888025,1,138861,0.5348,"Utilities","","","",1,8,1848087,0.480510387227441,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Misc Business",2010,"SC","JOE","WILSON","2","JOE WILSON","R",19151,0.0215658342952,888025,1,138861,0.5348,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,10,1848087,0.480510387227441,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Beer, Wine & Liquor",2010,"SC","JOE","WILSON","2","JOE WILSON","R",35900,0.0404267897863,888025,1,138861,0.5348,"Consumer Staples","","","",1,5,1848087,0.480510387227441,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Misc Defense",2010,"SC","JOE","WILSON","2","JOE WILSON","R",21800,0.0245488584218,888025,1,138861,0.5348,"Industrials","","","",1,7,1848087,0.480510387227441,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Misc Finance",2010,"SC","ROB","MILLER","2","ROB MILLER","D",37900,0.0394766171351,960062,0,113625,0.4376,"Financials","","","",0,4,1848087,0.519489612772559,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Defense Aerospace",2010,"SC","JEFF","DUNCAN","3","JEFF DUNCAN","R",12000,0.0223807108114,536176,0,126235,0.6246,"Industrials","","","",1,9,672376,0.797434768641355,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Hospitals/Nursing Homes",2010,"SC","JANE","DYER","3","JANE DYER","D",500,0.00367107195301,136200,0,66497,0.329,"Health Care","","","",0,6,672376,0.202565231358645,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Misc Business",2010,"SC","JANE","DYER","3","JANE DYER","D",700,0.00513950073421,136200,0,66497,0.329,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,5,672376,0.202565231358645,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Automotive",2010,"SC","JEFF","DUNCAN","3","JEFF DUNCAN","R",30200,0.0563247888753,536176,0,126235,0.6246,"Consumer Discretionary","","","",1,4,672376,0.797434768641355,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Oil & Gas",2010,"SC","JANE","DYER","3","JANE DYER","D",500,0.00367107195301,136200,0,66497,0.329,"Energy","","","",0,7,672376,0.202565231358645,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Hospitals/Nursing Homes",2010,"SC","JEFF","DUNCAN","3","JEFF DUNCAN","R",20750,0.0386999791113,536176,0,126235,0.6246,"Health Care","","","",1,7,672376,0.797434768641355,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Accountants",2010,"SC","JEFF","DUNCAN","3","JEFF DUNCAN","R",43287,0.0807328190743,536176,0,126235,0.6246,"Financials","","","",1,3,672376,0.797434768641355,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Crop Production & Basic Processing",2010,"SC","JEFF","DUNCAN","3","JEFF DUNCAN","R",28375,0.0529210557727,536176,0,126235,0.6246,"Consumer Staples","","","",1,5,672376,0.797434768641355,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Oil & Gas",2010,"SC","JEFF","DUNCAN","3","JEFF DUNCAN","R",20400,0.0380472083793,536176,0,126235,0.6246,"Energy","","","",1,8,672376,0.797434768641355,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Electric Utilities",2010,"SC","JEFF","DUNCAN","3","JEFF DUNCAN","R",28350,0.0528744292919,536176,0,126235,0.6246,"Utilities","","","",1,6,672376,0.797434768641355,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Air Transport",2010,"SC","JANE","DYER","3","JANE DYER","D",10550,0.07745961820852,136200,0,66497,0.329,"Industrials","","","",0,3,672376,0.202565231358645,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Business Services",2010,"SC","JANE","DYER","3","JANE DYER","D",2000,0.01468428781204,136200,0,66497,0.329,"Consumer Discretionary","Industrials","","",0,4,672376,0.202565231358645,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Misc Business",2010,"SC","TREY","GOWDY","4","TREY GOWDY","R",9700,0.0173372797987,559488,0,137586,0.6345,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,9,578388,0.967322973505674,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Accountants",2010,"SC","TREY","GOWDY","4","TREY GOWDY","R",47139,0.0842538177762,559488,0,137586,0.6345,"Financials","","","",1,4,578388,0.967322973505674,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Electric Utilities",2010,"SC","TREY","GOWDY","4","TREY GOWDY","R",14620,0.0261310340883,559488,0,137586,0.6345,"Utilities","","","",1,7,578388,0.967322973505674,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Automotive",2010,"SC","TREY","GOWDY","4","TREY GOWDY","R",51893,0.0927508722261,559488,0,137586,0.6345,"Consumer Discretionary","","","",1,3,578388,0.967322973505674,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Oil & Gas",2010,"SC","TREY","GOWDY","4","TREY GOWDY","R",20250,0.0361938057653,559488,0,137586,0.6345,"Energy","","","",1,5,578388,0.967322973505674,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Misc Business",2010,"SC","PAUL","CORDEN","4","PAUL H CORDEN","D",500,0.0361010830325,13850,0,62438,0.2879,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,2,578388,0.0239458633304979,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"TV/Movies/Music",2010,"SC","PAUL","CORDEN","4","PAUL H CORDEN","D",250,0.0180505415162,13850,0,62438,0.2879,"Consumer Discretionary","","","",0,3,578388,0.0239458633304979,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Food & Beverage",2010,"SC","TREY","GOWDY","4","TREY GOWDY","R",19850,0.0354788663921,559488,0,137586,0.6345,"Consumer Staples","","","",1,6,578388,0.967322973505674,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Hospitals/Nursing Homes",2010,"SC","TREY","GOWDY","4","TREY GOWDY","R",11775,0.0210460277968,559488,0,137586,0.6345,"Health Care","","","",1,8,578388,0.967322973505674,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Building Materials & Equipment",2010,"TN","PHIL","ROE","1","PHIL ROE","R",42718,0.1283890804061,332723,1,123006,0.8084,"Materials","Industrials","","",1,3,332723,1,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Oil & Gas",2010,"TN","PHIL","ROE","1","PHIL ROE","R",9650,0.0290031046847,332723,1,123006,0.8084,"Energy","","","",1,6,332723,1,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Commercial Banks",2010,"TN","PHIL","ROE","1","PHIL ROE","R",13850,0.0416262176044,332723,1,123006,0.8084,"Financials","","","",1,5,332723,1,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Retail Sales",2010,"TN","PHIL","ROE","1","PHIL ROE","R",4350,0.0130739383812,332723,1,123006,0.8084,"Consumer Discretionary","","","",1,7,332723,1,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Beer, Wine & Liquor",2010,"TN","PHIL","ROE","1","PHIL ROE","R",23150,0.0695773962125,332723,1,123006,0.8084,"Consumer Staples","","","",1,4,332723,1,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Business Services",2010,"TN","JOHN","DUNCAN","2","JOHN J DUNCAN JR","R",18050,0.0542831021665,332516,1,141796,0.8178,"Consumer Discretionary","Industrials","","",1,6,332516,1,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Oil & Gas",2010,"TN","JOHN","DUNCAN","2","JOHN J DUNCAN JR","R",11500,0.0345848019343,332516,1,141796,0.8178,"Energy","","","",1,7,332516,1,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Beer, Wine & Liquor",2010,"TN","JOHN","DUNCAN","2","JOHN J DUNCAN JR","R",7500,0.0225553056094,332516,1,141796,0.8178,"Consumer Staples","","","",1,8,332516,1,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Commercial Banks",2010,"TN","JOHN","DUNCAN","2","JOHN J DUNCAN JR","R",32500,0.0977396576406,332516,1,141796,0.8178,"Financials","","","",1,5,332516,1,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Building Materials & Equipment",2010,"TN","JOHN","DUNCAN","2","JOHN J DUNCAN JR","R",33250,0.0999951882015,332516,1,141796,0.8178,"Materials","Industrials","","",1,4,332516,1,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
