OPENSECRETS.INDUSTRY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,AMOUNT,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,PRIMARY.INDUSTRY,SECONDARY.INDUSTRY1,SECONDARY.INDUSTRY2,SECONDARY.INDUSTRY3,WINNER,indrank,TotalRaceFunds,RaceFundPerc,X,Sector,AdjClose,Group,YrPercentChange,RelYear
Electric Utilities,2008,WI,PAUL,RYAN,1,PAUL RYAN,R,28900,0.028528896,1013008,1,231009,0.6397,Utilities,,,,1,6,1066473,0.94986746,60,Utilities,868.722424,Values0910b,0.202021137,2008
Automotive,2008,WI,PAUL,RYAN,1,PAUL RYAN,R,140255,0.13845399,1013008,1,231009,0.6397,Consumer Discretionary,,,,1,4,1066473,0.94986746,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Accountants,2008,WI,PAUL,RYAN,1,PAUL RYAN,R,373074,0.36828337,1013008,1,231009,0.6397,Financials,,,,1,1,1066473,0.94986746,54,Financials,3368.140109,Values0910b,0.507751611,2008
Oil & Gas,2008,WI,PAUL,RYAN,1,PAUL RYAN,R,25300,0.024975124,1013008,1,231009,0.6397,Energy,,,,1,7,1066473,0.94986746,53,Energy,1891.171767,Values0910b,0.752135392,2008
Construction Services,2008,WI,MARGARET,KRUPP,1,MARGARET KRUPP,D,1250,0.023379781,53465,0,125268,0.3469,Industrials,,,,0,4,1066473,0.05013254,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Business Services,2008,WI,MARGARET,KRUPP,1,MARGARET KRUPP,D,500,0.009351912,53465,0,125268,0.3469,Consumer Discretionary,Industrials,,,0,5,1066473,0.05013254,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Health Services/HMOs,2008,WI,PAUL,RYAN,1,PAUL RYAN,R,110625,0.109204468,1013008,1,231009,0.6397,Health Care,,,,1,5,1066473,0.94986746,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Chemical & Related Manufacturing,2008,WI,MARGARET,KRUPP,1,MARGARET KRUPP,D,2229,0.041690826,53465,0,125268,0.3469,Materials,,,,0,3,1066473,0.05013254,58,Materials,1292.213892,Values0910b,0.55135444,2008
Insurance,2008,WI,PETER,THERON,2,PETER THERON,R,1000,0.12987013,7700,0,122513,0.3056,Financials,,,,0,4,614942,0.012521506,54,Financials,3368.140109,Values0910b,0.507751611,2008
Electric Utilities,2008,WI,TAMMY,BALDWIN,2,TAMMY BALDWIN,D,25621,0.042192404,607242,1,277914,0.6933,Utilities,,,,1,5,614942,0.987478494,60,Utilities,868.722424,Values0910b,0.202021137,2008
Insurance,2008,WI,TAMMY,BALDWIN,2,TAMMY BALDWIN,D,25850,0.042569519,607242,1,277914,0.6933,Financials,,,,1,4,614942,0.987478494,54,Financials,3368.140109,Values0910b,0.507751611,2008
Chemical & Related Manufacturing,2008,WI,TAMMY,BALDWIN,2,TAMMY BALDWIN,D,11500,0.018938084,607242,1,277914,0.6933,Materials,,,,1,7,614942,0.987478494,58,Materials,1292.213892,Values0910b,0.55135444,2008
Pharmaceuticals/Health Products,2008,WI,TAMMY,BALDWIN,2,TAMMY BALDWIN,D,23098,0.038037553,607242,1,277914,0.6933,Health Care,,,,1,6,614942,0.987478494,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Business Services,2008,WI,TAMMY,BALDWIN,2,TAMMY BALDWIN,D,60200,0.099136753,607242,1,277914,0.6933,Consumer Discretionary,Industrials,,,1,3,614942,0.987478494,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Business,2008,WI,PETER,THERON,2,PETER THERON,R,1950,0.253246753,7700,0,122513,0.3056,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,2,614942,0.012521506,58,Materials,1292.213892,Values0910b,0.55135444,2008
Misc Finance,2008,WI,PAUL,STARK,3,PAUL STARK,R,250,0.032467532,7700,0,122760,0.3444,Financials,,,,0,6,914010,0.008424415,54,Financials,3368.140109,Values0910b,0.507751611,2008
"Beer, Wine & Liquor",2008,WI,RON,KIND,3,RON KIND,D,17500,0.019309066,906310,1,225208,0.6319,Consumer Staples,,,,1,7,914010,0.991575585,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Misc Energy,2008,WI,PAUL,STARK,3,PAUL STARK,R,1000,0.12987013,7700,0,122760,0.3444,Energy,,,,0,3,914010,0.008424415,53,Energy,1891.171767,Values0910b,0.752135392,2008
Electric Utilities,2008,WI,RON,KIND,3,RON KIND,D,21450,0.023667399,906310,1,225208,0.6319,Utilities,,,,1,6,914010,0.991575585,60,Utilities,868.722424,Values0910b,0.202021137,2008
Misc Manufacturing & Distributing,2008,WI,RON,KIND,3,RON KIND,D,82267,0.09077137,906310,1,225208,0.6319,Consumer Discretionary,Materials,Consumer Staples,Industrials,1,5,914010,0.991575585,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Health Services/HMOs,2008,WI,PAUL,STARK,3,PAUL STARK,R,1950,0.253246753,7700,0,122760,0.3444,Health Care,,,,0,2,914010,0.008424415,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Crop Production & Basic Processing,2008,WI,PAUL,STARK,3,PAUL STARK,R,500,0.064935065,7700,0,122760,0.3444,Consumer Staples,,,,0,4,914010,0.008424415,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Accountants,2008,WI,RON,KIND,3,RON KIND,D,275216,0.303666516,906310,1,225208,0.6319,Financials,,,,1,1,914010,0.991575585,54,Financials,3368.140109,Values0910b,0.507751611,2008
Health Services/HMOs,2008,WI,RON,KIND,3,RON KIND,D,124666,0.137553376,906310,1,225208,0.6319,Health Care,,,,1,4,914010,0.991575585,55,Health Care,2407.059799,Values0910b,0.536358425,2008
"Beer, Wine & Liquor",2008,WI,GWEN,MOORE,4,GWEN MOORE,D,15324,0.037119845,412825,1,222728,0.8763,Consumer Staples,,,,1,4,412825,1,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Defense Electronics,2008,WI,GWEN,MOORE,4,GWEN MOORE,D,7500,0.018167504,412825,1,222728,0.8763,Industrials,,,,1,6,412825,1,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Automotive,2008,WI,GWEN,MOORE,4,GWEN MOORE,D,11000,0.026645673,412825,1,222728,0.8763,Consumer Discretionary,,,,1,5,412825,1,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Accountants,2008,WI,GWEN,MOORE,4,GWEN MOORE,D,124329,0.301166354,412825,1,222728,0.8763,Financials,,,,1,2,412825,1,54,Financials,3368.140109,Values0910b,0.507751611,2008
"Beer, Wine & Liquor",2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,10000,0.037603457,265933,1,275271,0.7958,Consumer Staples,,,,1,7,265933,1,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Telephone Utilities,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,8000,0.030082765,265933,1,275271,0.7958,Telecommunication Services,,,,1,9,265933,1,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Pharmaceuticals/Health Products,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,10800,0.040611733,265933,1,275271,0.7958,Health Care,,,,1,6,265933,1,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Home Builders,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,11000,0.041363802,265933,1,275271,0.7958,Industrials,,,,1,5,265933,1,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Oil & Gas,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,8500,0.031962938,265933,1,275271,0.7958,Energy,,,,1,8,265933,1,53,Energy,1891.171767,Values0910b,0.752135392,2008
Electric Utilities,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,6250,0.02350216,265933,1,275271,0.7958,Utilities,,,,1,11,265933,1,60,Utilities,868.722424,Values0910b,0.202021137,2008
Building Materials & Equipment,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,6500,0.024442247,265933,1,275271,0.7958,Materials,Industrials,,,1,10,265933,1,58,Materials,1292.213892,Values0910b,0.55135444,2008
Automotive,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,65800,0.247430744,265933,1,275271,0.7958,Consumer Discretionary,,,,1,1,265933,1,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Commercial Banks,2008,WI,F,SENSENBRENNER,5,F JAMES SENSENBRENNER JR,R,65550,0.246490657,265933,1,275271,0.7958,Financials,,,,1,2,265933,1,54,Financials,3368.140109,Values0910b,0.507751611,2008
Automotive,2008,WI,TOM,PETRI,6,TOM PETRI,R,12000,0.023410066,512600,1,221875,0.6371,Consumer Discretionary,,,,1,7,518300,0.989002508,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
"Beer, Wine & Liquor",2008,WI,TOM,PETRI,6,TOM PETRI,R,31200,0.060866172,512600,1,221875,0.6371,Consumer Staples,,,,1,5,518300,0.989002508,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Building Materials & Equipment,2008,WI,TOM,PETRI,6,TOM PETRI,R,33610,0.065567694,512600,1,221875,0.6371,Materials,Industrials,,,1,4,518300,0.989002508,58,Materials,1292.213892,Values0910b,0.55135444,2008
Insurance,2008,WI,TOM,PETRI,6,TOM PETRI,R,12600,0.02458057,512600,1,221875,0.6371,Financials,,,,1,6,518300,0.989002508,54,Financials,3368.140109,Values0910b,0.507751611,2008
Air Transport,2008,WI,TOM,PETRI,6,TOM PETRI,R,228270,0.445317987,512600,1,221875,0.6371,Industrials,,,,1,1,518300,0.989002508,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Misc Services,2008,WI,DAN,MIELKE,7,DAN MIELKE,R,250,0.014727541,16975,0,136938,0.3914,Industrials,,,,0,7,1146372,0.014807584,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Misc Business,2008,WI,DAN,MIELKE,7,DAN MIELKE,R,1200,0.070692194,16975,0,136938,0.3914,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,5,1146372,0.014807584,58,Materials,1292.213892,Values0910b,0.55135444,2008
Casinos/Gambling,2008,WI,DAVID,OBEY,7,DAVID R OBEY,D,80350,0.071144159,1129397,1,212666,0.6079,Consumer Discretionary,,,,1,4,1146372,0.985192416,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Business Services,2008,WI,DAN,MIELKE,7,DAN MIELKE,R,5100,0.300441826,16975,0,136938,0.3914,Consumer Discretionary,Industrials,,,0,2,1146372,0.014807584,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
"Beer, Wine & Liquor",2008,WI,DAVID,OBEY,7,DAVID R OBEY,D,64000,0.056667407,1129397,1,212666,0.6079,Consumer Staples,,,,1,6,1146372,0.985192416,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Construction Services,2008,WI,DAVID,OBEY,7,DAVID R OBEY,D,91000,0.08057397,1129397,1,212666,0.6079,Industrials,,,,1,3,1146372,0.985192416,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Electric Utilities,2008,WI,DAVID,OBEY,7,DAVID R OBEY,D,64050,0.056711679,1129397,1,212666,0.6079,Utilities,,,,1,5,1146372,0.985192416,60,Utilities,868.722424,Values0910b,0.202021137,2008
Hospitals/Nursing Homes,2008,WI,DAVID,OBEY,7,DAVID R OBEY,D,62550,0.055383537,1129397,1,212666,0.6079,Health Care,,,,1,7,1146372,0.985192416,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Insurance,2008,WI,DAN,MIELKE,7,DAN MIELKE,R,1825,0.107511046,16975,0,136938,0.3914,Financials,,,,0,4,1146372,0.014807584,54,Financials,3368.140109,Values0910b,0.507751611,2008
Food & Beverage,2008,WI,DAN,MIELKE,7,DAN MIELKE,R,650,0.038291605,16975,0,136938,0.3914,Consumer Staples,,,,0,6,1146372,0.014807584,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Securities & Investment,2008,WI,DAVID,OBEY,7,DAVID R OBEY,D,38200,0.033823359,1129397,1,212666,0.6079,Financials,,,,1,8,1146372,0.985192416,54,Financials,3368.140109,Values0910b,0.507751611,2008
Casinos/Gambling,2008,WI,STEVE,KAGEN,8,STEVE KAGEN,D,53413,0.041917108,1274253,1,193662,0.54,Consumer Discretionary,,,,1,3,2110058,0.603894774,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Commercial Banks,2008,WI,JOHN,GARD,8,JOHN GARD,R,106050,0.126883663,835805,0,164621,0.459,Financials,,,,0,3,2110058,0.396105226,54,Financials,3368.140109,Values0910b,0.507751611,2008
Agricultural Services/Products,2008,WI,STEVE,KAGEN,8,STEVE KAGEN,D,50600,0.03970954,1274253,1,193662,0.54,Consumer Staples,,,,1,4,2110058,0.603894774,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Hospitals/Nursing Homes,2008,WI,STEVE,KAGEN,8,STEVE KAGEN,D,48950,0.038414663,1274253,1,193662,0.54,Health Care,,,,1,5,2110058,0.603894774,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Building Materials & Equipment,2008,WI,JOHN,GARD,8,JOHN GARD,R,49800,0.059583276,835805,0,164621,0.459,Materials,Industrials,,,0,5,2110058,0.396105226,58,Materials,1292.213892,Values0910b,0.55135444,2008
Insurance,2008,WI,STEVE,KAGEN,8,STEVE KAGEN,D,17250,0.013537343,1274253,1,193662,0.54,Financials,,,,1,7,2110058,0.603894774,54,Financials,3368.140109,Values0910b,0.507751611,2008
Food & Beverage,2008,WI,JOHN,GARD,8,JOHN GARD,R,51150,0.061198485,835805,0,164621,0.459,Consumer Staples,,,,0,4,2110058,0.396105226,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Oil & Gas,2008,WI,JOHN,GARD,8,JOHN GARD,R,28700,0.034338153,835805,0,164621,0.459,Energy,,,,0,7,2110058,0.396105226,53,Energy,1891.171767,Values0910b,0.752135392,2008
Health Services/HMOs,2008,WI,JOHN,GARD,8,JOHN GARD,R,36550,0.043730296,835805,0,164621,0.459,Health Care,,,,0,6,2110058,0.396105226,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Misc Manufacturing & Distributing,2008,WI,JOHN,GARD,8,JOHN GARD,R,27499,0.032901215,835805,0,164621,0.459,Consumer Discretionary,Materials,Consumer Staples,Industrials,0,8,2110058,0.396105226,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Air Transport,2008,WI,STEVE,KAGEN,8,STEVE KAGEN,D,24750,0.019423144,1274253,1,193662,0.54,Industrials,,,,1,6,2110058,0.603894774,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Air Transport,2008,WV,ALAN,MOLLOHAN,1,ALAN B MOLLOHAN,D,110250,0.207209578,532070,1,187734,0.9993,Industrials,,,,1,2,532070,1,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Oil & Gas,2008,WV,ALAN,MOLLOHAN,1,ALAN B MOLLOHAN,D,25250,0.047456162,532070,1,187734,0.9993,Energy,,,,1,6,532070,1,53,Energy,1891.171767,Values0910b,0.752135392,2008
Electric Utilities,2008,WV,ALAN,MOLLOHAN,1,ALAN B MOLLOHAN,D,29000,0.054504107,532070,1,187734,0.9993,Utilities,,,,1,5,532070,1,60,Utilities,868.722424,Values0910b,0.202021137,2008
Business Services,2008,WV,ALAN,MOLLOHAN,1,ALAN B MOLLOHAN,D,94750,0.178078072,532070,1,187734,0.9993,Consumer Discretionary,Industrials,,,1,4,532070,1,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Accountants,2008,WV,ALAN,MOLLOHAN,1,ALAN B MOLLOHAN,D,12200,0.022929314,532070,1,187734,0.9993,Financials,,,,1,7,532070,1,54,Financials,3368.140109,Values0910b,0.507751611,2008
Automotive,2008,WV,SHELLEY,CAPITO,2,SHELLEY MOORE CAPITO,R,72300,0.051110541,1414581,1,147334,0.5707,Consumer Discretionary,,,,1,6,2236625,0.632462304,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Oil & Gas,2008,WV,ANNE,BARTH,2,ANNE BARTH,D,16800,0.020436862,822044,0,110819,0.4292,Energy,,,,0,3,2236625,0.367537696,53,Energy,1891.171767,Values0910b,0.752135392,2008
Hospitals/Nursing Homes,2008,WV,SHELLEY,CAPITO,2,SHELLEY MOORE CAPITO,R,48500,0.034285771,1414581,1,147334,0.5707,Health Care,,,,1,7,2236625,0.632462304,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Misc Finance,2008,WV,ANNE,BARTH,2,ANNE BARTH,D,13650,0.016604951,822044,0,110819,0.4292,Financials,,,,0,4,2236625,0.367537696,54,Financials,3368.140109,Values0910b,0.507751611,2008
Oil & Gas,2008,WV,SHELLEY,CAPITO,2,SHELLEY MOORE CAPITO,R,94050,0.066486119,1414581,1,147334,0.5707,Energy,,,,1,5,2236625,0.632462304,53,Energy,1891.171767,Values0910b,0.752135392,2008
Misc Business,2008,WV,ANNE,BARTH,2,ANNE BARTH,D,13460,0.016373819,822044,0,110819,0.4292,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,5,2236625,0.367537696,58,Materials,1292.213892,Values0910b,0.55135444,2008
Accountants,2008,WV,SHELLEY,CAPITO,2,SHELLEY MOORE CAPITO,R,285820,0.202052763,1414581,1,147334,0.5707,Financials,,,,1,2,2236625,0.632462304,54,Financials,3368.140109,Values0910b,0.507751611,2008
Building Materials & Equipment,2008,WV,SHELLEY,CAPITO,2,SHELLEY MOORE CAPITO,R,217750,0.153932507,1414581,1,147334,0.5707,Materials,Industrials,,,1,4,2236625,0.632462304,58,Materials,1292.213892,Values0910b,0.55135444,2008
Business Services,2008,WV,ANNE,BARTH,2,ANNE BARTH,D,12900,0.015692591,822044,0,110819,0.4292,Consumer Discretionary,Industrials,,,0,6,2236625,0.367537696,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Railroads,2008,WV,SHELLEY,CAPITO,2,SHELLEY MOORE CAPITO,R,30750,0.021737886,1414581,1,147334,0.5707,Industrials,,,,1,8,2236625,0.632462304,56,Industrials,2926.302946,Values0910b,0.61094008,2008
"Beer, Wine & Liquor",2008,WV,NICK,RAHALL,3,NICK RAHALL,D,17000,0.033871762,501893,1,133522,0.6692,Consumer Staples,,,,1,6,502893,0.998011505,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Air Transport,2008,WV,NICK,RAHALL,3,NICK RAHALL,D,1.00E+05,0.199245656,501893,1,133522,0.6692,Industrials,,,,1,3,502893,0.998011505,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Oil & Gas,2008,WV,NICK,RAHALL,3,NICK RAHALL,D,11550,0.023012873,501893,1,133522,0.6692,Energy,,,,1,7,502893,0.998011505,53,Energy,1891.171767,Values0910b,0.752135392,2008
Mining,2008,WV,NICK,RAHALL,3,NICK RAHALL,D,25600,0.051006888,501893,1,133522,0.6692,Materials,,,,1,5,502893,0.998011505,58,Materials,1292.213892,Values0910b,0.55135444,2008
Casinos/Gambling,2008,WV,NICK,RAHALL,3,NICK RAHALL,D,59950,0.119447771,501893,1,133522,0.6692,Consumer Discretionary,,,,1,4,502893,0.998011505,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Forestry & Forest Products,2008,WV,JAY,WOLFE,S,JAY WOLFE,R,9550,0.121733588,78450,0,254629,0.3626,Materials,,,,0,4,3754877,0.020892828,58,Materials,1292.213892,Values0910b,0.55135444,2008
Computers/Internet,2008,WV,JAY,WOLFE,S,JAY WOLFE,R,2600,0.033142129,78450,0,254629,0.3626,Consumer Discretionary,Information Technology,,,0,7,3754877,0.020892828,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Services,2008,WV,JAY,WOLFE,S,JAY WOLFE,R,200,0.002549395,78450,0,254629,0.3626,Industrials,,,,0,8,3754877,0.020892828,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Business Services,2008,WV,JAY,ROCKEFELLER,S,JAY ROCKEFELLER,D,441486,0.120085616,3676427,1,447560,0.6373,Consumer Discretionary,Industrials,,,1,4,3754877,0.979107172,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Electric Utilities,2008,WV,JAY,ROCKEFELLER,S,JAY ROCKEFELLER,D,85550,0.023269876,3676427,1,447560,0.6373,Utilities,,,,1,9,3754877,0.979107172,60,Utilities,868.722424,Values0910b,0.202021137,2008
Insurance,2008,WV,JAY,ROCKEFELLER,S,JAY ROCKEFELLER,D,512424,0.139380981,3676427,1,447560,0.6373,Financials,,,,1,3,3754877,0.979107172,54,Financials,3368.140109,Values0910b,0.507751611,2008
Misc Energy,2008,WV,JAY,WOLFE,S,JAY WOLFE,R,24700,0.314850223,78450,0,254629,0.3626,Energy,,,,0,1,3754877,0.020892828,53,Energy,1891.171767,Values0910b,0.752135392,2008
Health Services/HMOs,2008,WV,JAY,ROCKEFELLER,S,JAY ROCKEFELLER,D,285650,0.077697721,3676427,1,447560,0.6373,Health Care,,,,1,5,3754877,0.979107172,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Insurance,2008,WV,JAY,WOLFE,S,JAY WOLFE,R,4050,0.051625239,78450,0,254629,0.3626,Financials,,,,0,6,3754877,0.020892828,54,Financials,3368.140109,Values0910b,0.507751611,2008
Mining,2008,WV,JAY,ROCKEFELLER,S,JAY ROCKEFELLER,D,139800,0.038026051,3676427,1,447560,0.6373,Materials,,,,1,8,3754877,0.979107172,58,Materials,1292.213892,Values0910b,0.55135444,2008
Telecom Services & Equipment,2008,WV,JAY,ROCKEFELLER,S,JAY ROCKEFELLER,D,222850,0.060615919,3676427,1,447560,0.6373,Telecommunication Services,,,,1,7,3754877,0.979107172,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Air Transport,2008,WV,JAY,ROCKEFELLER,S,JAY ROCKEFELLER,D,230100,0.062587942,3676427,1,447560,0.6373,Industrials,,,,1,6,3754877,0.979107172,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Agricultural Services/Products,2008,WV,JAY,WOLFE,S,JAY WOLFE,R,11850,0.151051625,78450,0,254629,0.3626,Consumer Staples,,,,0,3,3754877,0.020892828,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Business Services,2008,WY,GARY,TRAUNER,1,GARY TRAUNER,D,59549,0.060611705,982467,0,106758,0.4281,Consumer Discretionary,Industrials,,,0,4,1795807,0.547089414,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Mining,2008,WY,CYNTHIA,LUMMIS,1,CYNTHIA MARIE LUMMIS,R,61250,0.07530676,813340,0,131244,0.5262,Materials,,,,1,5,1795807,0.452910586,58,Materials,1292.213892,Values0910b,0.55135444,2008
Crop Production & Basic Processing,2008,WY,CYNTHIA,LUMMIS,1,CYNTHIA MARIE LUMMIS,R,14750,0.018135097,813340,0,131244,0.5262,Consumer Staples,,,,1,9,1795807,0.452910586,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Accountants,2008,WY,CYNTHIA,LUMMIS,1,CYNTHIA MARIE LUMMIS,R,108530,0.133437431,813340,0,131244,0.5262,Financials,,,,1,4,1795807,0.452910586,54,Financials,3368.140109,Values0910b,0.507751611,2008
Air Transport,2008,WY,CYNTHIA,LUMMIS,1,CYNTHIA MARIE LUMMIS,R,15000,0.018442472,813340,0,131244,0.5262,Industrials,,,,1,7,1795807,0.452910586,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Misc Business,2008,WY,GARY,TRAUNER,1,GARY TRAUNER,D,19400,0.01974621,982467,0,106758,0.4281,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,5,1795807,0.547089414,58,Materials,1292.213892,Values0910b,0.55135444,2008
Electric Utilities,2008,WY,CYNTHIA,LUMMIS,1,CYNTHIA MARIE LUMMIS,R,15000,0.018442472,813340,0,131244,0.5262,Utilities,,,,1,8,1795807,0.452910586,60,Utilities,868.722424,Values0910b,0.202021137,2008
Retail Sales,2008,WY,CYNTHIA,LUMMIS,1,CYNTHIA MARIE LUMMIS,R,22200,0.027294858,813340,0,131244,0.5262,Consumer Discretionary,,,,1,6,1795807,0.452910586,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Energy,2008,WY,CYNTHIA,LUMMIS,1,CYNTHIA MARIE LUMMIS,R,139125,0.171053926,813340,0,131244,0.5262,Energy,,,,1,3,1795807,0.452910586,53,Energy,1891.171767,Values0910b,0.752135392,2008
Misc Finance,2008,WY,GARY,TRAUNER,1,GARY TRAUNER,D,128310,0.130599806,982467,0,106758,0.4281,Financials,,,,0,3,1795807,0.547089414,54,Financials,3368.140109,Values0910b,0.507751611,2008
