OPENSECRETS.INDUSTRY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,AMOUNT,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,PRIMARY.INDUSTRY,SECONDARY.INDUSTRY1,SECONDARY.INDUSTRY2,SECONDARY.INDUSTRY3,WINNER,TotalRaceFunds,RaceFundPerc,CANDTOTALLEVEL,VOTESLEVEL,INDRANK,X,Sector,AdjClose,Group,YrPercentChange,RelYear
Railroads,2012,NC,MELVIN,WATT,12,MELVIN L WATT,D,27000,0.043834727,615950,1,247591,0.7963,Industrials,,,,1,616450,0.999188904,Mid-Low,High,6,96,Industrials,5442.195259,Values1314b,0.555140148,2012
"Beer, Wine & Liquor",2012,NC,MELVIN,WATT,12,MELVIN L WATT,D,14500,0.023540872,615950,1,247591,0.7963,Consumer Staples,,,,1,616450,0.999188904,Mid-Low,High,7,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Pharmaceuticals/Health Products,2012,NC,MELVIN,WATT,12,MELVIN L WATT,D,39250,0.063722705,615950,1,247591,0.7963,Health Care,,,,1,616450,0.999188904,Mid-Low,High,5,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Accountants,2012,NC,MELVIN,WATT,12,MELVIN L WATT,D,207500,0.336877993,615950,1,247591,0.7963,Financials,,,,1,616450,0.999188904,Mid-Low,High,1,94,Financials,5999.823849,Values1314b,0.542910069,2012
Computers/Internet,2012,NC,MELVIN,WATT,12,MELVIN L WATT,D,108250,0.175744784,615950,1,247591,0.7963,Consumer Discretionary,Information Technology,,,1,616450,0.999188904,Mid-Low,High,3,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Hospitals/Nursing Homes,2012,NC,CHARLES,MALONE,13,CHARLES MALONE,D,1500,0.206896552,7250,0,160115,0.432,Health Care,,,,0,749941,0.009667427,Very Low,Mid-High,2,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Misc Business,2012,NC,CHARLES,MALONE,13,CHARLES MALONE,D,1500,0.206896552,7250,0,160115,0.432,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,749941,0.009667427,Very Low,Mid-High,3,98,Materials,2244.49036,Values1314b,0.413267616,2012
Misc Business,2012,NC,GEORGE,HOLDING,13,GEORGE HOLDING,R,33859,0.045589619,742691,0,210495,0.568,Materials,Consumer Discretionary,Consumer Staples,Industrials,1,749941,0.990332573,Mid-Low,High,6,98,Materials,2244.49036,Values1314b,0.413267616,2012
Commercial Banks,2012,NC,GEORGE,HOLDING,13,GEORGE HOLDING,R,89369,0.120331336,742691,0,210495,0.568,Financials,,,,1,749941,0.990332573,Mid-Low,High,3,94,Financials,5999.823849,Values1314b,0.542910069,2012
Crop Production & Basic Processing,2012,NC,GEORGE,HOLDING,13,GEORGE HOLDING,R,72700,0.097887277,742691,0,210495,0.568,Consumer Staples,,,,1,749941,0.990332573,Mid-Low,High,4,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Automotive,2012,NC,GEORGE,HOLDING,13,GEORGE HOLDING,R,52100,0.070150305,742691,0,210495,0.568,Consumer Discretionary,,,,1,749941,0.990332573,Mid-Low,High,5,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Pharmaceuticals/Health Products,2012,NC,GEORGE,HOLDING,13,GEORGE HOLDING,R,13200,0.017773206,742691,0,210495,0.568,Health Care,,,,1,749941,0.990332573,Mid-Low,High,8,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Printing & Publishing,2012,NC,CHARLES,MALONE,13,CHARLES MALONE,D,1000,0.137931034,7250,0,160115,0.432,Consumer Discretionary,Industrials,,,0,749941,0.009667427,Very Low,Mid-High,5,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Oil & Gas,2012,NC,GEORGE,HOLDING,13,GEORGE HOLDING,R,19000,0.025582645,742691,0,210495,0.568,Energy,,,,1,749941,0.990332573,Mid-Low,High,7,93,Energy,2302.988878,Values1314b,0.151340006,2012
Accountants,2012,NC,RENEE,ELLMERS,2,RENEE ELLMERS,R,56500,0.095604397,590977,1,174066,0.559,Financials,,,,1,617027,0.957781426,Mid-Low,Mid-High,4,94,Financials,5999.823849,Values1314b,0.542910069,2012
Misc Manufacturing & Distributing,2012,NC,RENEE,ELLMERS,2,RENEE ELLMERS,R,52422,0.08870396,590977,1,174066,0.559,Consumer Discretionary,Materials,Consumer Staples,Industrials,1,617027,0.957781426,Mid-Low,Mid-High,5,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Building Materials & Equipment,2012,NC,RENEE,ELLMERS,2,RENEE ELLMERS,R,13100,0.022166683,590977,1,174066,0.559,Materials,Industrials,,,1,617027,0.957781426,Mid-Low,Mid-High,8,98,Materials,2244.49036,Values1314b,0.413267616,2012
Crop Production & Basic Processing,2012,NC,STEVE,WILKINS,2,STEVE WILKINS,D,200,0.007677543,26050,0,128973,0.4142,Consumer Staples,,,,0,617027,0.042218574,Very Low,Mid-Low,7,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Pharmaceuticals/Health Products,2012,NC,RENEE,ELLMERS,2,RENEE ELLMERS,R,23750,0.040187689,590977,1,174066,0.559,Health Care,,,,1,617027,0.957781426,Mid-Low,Mid-High,6,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Agricultural Services/Products,2012,NC,RENEE,ELLMERS,2,RENEE ELLMERS,R,153450,0.259654775,590977,1,174066,0.559,Consumer Staples,,,,1,617027,0.957781426,Mid-Low,Mid-High,2,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Misc Communications/Electronics,2012,NC,STEVE,WILKINS,2,STEVE WILKINS,D,1000,0.038387716,26050,0,128973,0.4142,Telecommunication Services,Consumer Discretionary,,,0,617027,0.042218574,Very Low,Mid-Low,4,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Accountants,2012,NC,STEVE,WILKINS,2,STEVE WILKINS,D,750,0.028790787,26050,0,128973,0.4142,Financials,,,,0,617027,0.042218574,Very Low,Mid-Low,5,94,Financials,5999.823849,Values1314b,0.542910069,2012
Electric Utilities,2012,NC,RENEE,ELLMERS,2,RENEE ELLMERS,R,14000,0.023689585,590977,1,174066,0.559,Utilities,,,,1,617027,0.957781426,Mid-Low,Mid-High,7,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Misc Business,2012,NC,STEVE,WILKINS,2,STEVE WILKINS,D,500,0.019193858,26050,0,128973,0.4142,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,617027,0.042218574,Very Low,Mid-Low,6,98,Materials,2244.49036,Values1314b,0.413267616,2012
Business Services,2012,NC,STEVE,WILKINS,2,STEVE WILKINS,D,1450,0.055662188,26050,0,128973,0.4142,Consumer Discretionary,Industrials,,,0,617027,0.042218574,Very Low,Mid-Low,3,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Commercial Banks,2012,NC,WALTER,JONES,3,WALTER B JONES JR,R,31700,0.079349186,399500,1,195571,0.6311,Financials,,,,1,404670,0.987224158,Very Low,Mid-High,4,94,Financials,5999.823849,Values1314b,0.542910069,2012
Defense Aerospace,2012,NC,WALTER,JONES,3,WALTER B JONES JR,R,53250,0.133291615,399500,1,195571,0.6311,Industrials,,,,1,404670,0.987224158,Very Low,Mid-High,3,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Hospitals/Nursing Homes,2012,NC,ERIK,ANDERSON,3,ERIK ANDERSON,D,510,0.098646035,5170,0,114314,0.3689,Health Care,,,,0,404670,0.012775842,Very Low,Mid-Low,2,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Electric Utilities,2012,NC,WALTER,JONES,3,WALTER B JONES JR,R,14000,0.035043805,399500,1,195571,0.6311,Utilities,,,,1,404670,0.987224158,Very Low,Mid-High,7,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Construction Services,2012,NC,ERIK,ANDERSON,3,ERIK ANDERSON,D,500,0.096711799,5170,0,114314,0.3689,Industrials,,,,0,404670,0.012775842,Very Low,Mid-Low,3,96,Industrials,5442.195259,Values1314b,0.555140148,2012
"Beer, Wine & Liquor",2012,NC,WALTER,JONES,3,WALTER B JONES JR,R,28700,0.0718398,399500,1,195571,0.6311,Consumer Staples,,,,1,404670,0.987224158,Very Low,Mid-High,5,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Misc Manufacturing & Distributing,2012,NC,WALTER,JONES,3,WALTER B JONES JR,R,18500,0.046307885,399500,1,195571,0.6311,Consumer Discretionary,Materials,Consumer Staples,Industrials,1,404670,0.987224158,Very Low,Mid-High,6,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Recreation/Live Entertainment,2012,NC,TIM,DANNUNZIO,4,TIM DANNUNZIO,R,500,0.117647059,4250,0,88951,0.2553,Consumer Discretionary,,,,0,654142,0.00649706,Very Low,Mid-Low,3,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Agricultural Services/Products,2012,NC,DAVID,PRICE,4,DAVID PRICE,D,16500,0.025388834,649892,1,259534,0.7447,Consumer Staples,,,,1,654142,0.99350294,Mid-Low,High,6,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Construction Services,2012,NC,TIM,DANNUNZIO,4,TIM DANNUNZIO,R,1000,0.235294118,4250,0,88951,0.2553,Industrials,,,,0,654142,0.00649706,Very Low,Mid-Low,2,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Business Services,2012,NC,DAVID,PRICE,4,DAVID PRICE,D,71075,0.109364325,649892,1,259534,0.7447,Consumer Discretionary,Industrials,,,1,654142,0.99350294,Mid-Low,High,4,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Air Transport,2012,NC,DAVID,PRICE,4,DAVID PRICE,D,92650,0.142562149,649892,1,259534,0.7447,Industrials,,,,1,654142,0.99350294,Mid-Low,High,3,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Pharmaceuticals/Health Products,2012,NC,DAVID,PRICE,4,DAVID PRICE,D,59000,0.090784315,649892,1,259534,0.7447,Health Care,,,,1,654142,0.99350294,Mid-Low,High,5,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Air Transport,2012,NC,VIRGINIA,FOXX,5,VIRGINIA FOXX,R,17250,0.033413073,516265,1,200945,0.5754,Industrials,,,,1,548115,0.941891756,Mid-Low,High,7,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Telephone Utilities,2012,NC,VIRGINIA,FOXX,5,VIRGINIA FOXX,R,15500,0.030023341,516265,1,200945,0.5754,Telecommunication Services,,,,1,548115,0.941891756,Mid-Low,High,8,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Health Services/HMOs,2012,NC,ELISABETH,MOTSINGER,5,ELISABETH MOTSINGER,D,850,0.026687598,31850,0,148252,0.4246,Health Care,,,,0,548115,0.058108244,Very Low,Mid-High,5,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Commercial Banks,2012,NC,VIRGINIA,FOXX,5,VIRGINIA FOXX,R,43250,0.083774806,516265,1,200945,0.5754,Financials,,,,1,548115,0.941891756,Mid-Low,High,5,94,Financials,5999.823849,Values1314b,0.542910069,2012
Health Services/HMOs,2012,NC,VIRGINIA,FOXX,5,VIRGINIA FOXX,R,34500,0.066826145,516265,1,200945,0.5754,Health Care,,,,1,548115,0.941891756,Mid-Low,High,6,95,Health Care,5966.566284,Values1314b,0.782492615,2012
"Beer, Wine & Liquor",2012,NC,ELISABETH,MOTSINGER,5,ELISABETH MOTSINGER,D,1500,0.047095761,31850,0,148252,0.4246,Consumer Staples,,,,0,548115,0.058108244,Very Low,Mid-High,3,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Business Services,2012,NC,ELISABETH,MOTSINGER,5,ELISABETH MOTSINGER,D,750,0.023547881,31850,0,148252,0.4246,Consumer Discretionary,Industrials,,,0,548115,0.058108244,Very Low,Mid-High,6,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Oil & Gas,2012,NC,ELISABETH,MOTSINGER,5,ELISABETH MOTSINGER,D,500,0.015698587,31850,0,148252,0.4246,Energy,,,,0,548115,0.058108244,Very Low,Mid-High,8,93,Energy,2302.988878,Values1314b,0.151340006,2012
Automotive,2012,NC,VIRGINIA,FOXX,5,VIRGINIA FOXX,R,53786,0.104182929,516265,1,200945,0.5754,Consumer Discretionary,,,,1,548115,0.941891756,Mid-Low,High,3,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
"Beer, Wine & Liquor",2012,NC,VIRGINIA,FOXX,5,VIRGINIA FOXX,R,50780,0.098360338,516265,1,200945,0.5754,Consumer Staples,,,,1,548115,0.941891756,Mid-Low,High,4,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Commercial Banks,2012,NC,ELISABETH,MOTSINGER,5,ELISABETH MOTSINGER,D,300,0.009419152,31850,0,148252,0.4246,Financials,,,,0,548115,0.058108244,Very Low,Mid-High,9,94,Financials,5999.823849,Values1314b,0.542910069,2012
Building Materials & Equipment,2012,NC,ELISABETH,MOTSINGER,5,ELISABETH MOTSINGER,D,2650,0.083202512,31850,0,148252,0.4246,Materials,Industrials,,,0,548115,0.058108244,Very Low,Mid-High,2,98,Materials,2244.49036,Values1314b,0.413267616,2012
Pharmaceuticals/Health Products,2012,NC,HOWARD,COBLE,6,HOWARD COBLE,R,13000,0.03939967,329952,1,222116,0.6092,Health Care,,,,1,342652,0.962936157,Very Low,High,8,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Automotive,2012,NC,HOWARD,COBLE,6,HOWARD COBLE,R,32000,0.096983804,329952,1,222116,0.6092,Consumer Discretionary,,,,1,342652,0.962936157,Very Low,High,5,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Agricultural Services/Products,2012,NC,HOWARD,COBLE,6,HOWARD COBLE,R,68343,0.207130128,329952,1,222116,0.6092,Consumer Staples,,,,1,342652,0.962936157,Very Low,High,1,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Air Transport,2012,NC,HOWARD,COBLE,6,HOWARD COBLE,R,66750,0.202302153,329952,1,222116,0.6092,Industrials,,,,1,342652,0.962936157,Very Low,High,2,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Retail Sales,2012,NC,TONY,FORIEST,6,TONY FORIEST,D,500,0.039370079,12700,0,142467,0.3908,Consumer Discretionary,,,,0,342652,0.037063843,Very Low,Mid-High,3,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Food & Beverage,2012,NC,TONY,FORIEST,6,TONY FORIEST,D,250,0.019685039,12700,0,142467,0.3908,Consumer Staples,,,,0,342652,0.037063843,Very Low,Mid-High,4,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Chemical & Related Manufacturing,2012,NC,HOWARD,COBLE,6,HOWARD COBLE,R,14500,0.043945786,329952,1,222116,0.6092,Materials,,,,1,342652,0.962936157,Very Low,High,7,98,Materials,2244.49036,Values1314b,0.413267616,2012
Electric Utilities,2012,NC,HOWARD,COBLE,6,HOWARD COBLE,R,15000,0.045461158,329952,1,222116,0.6092,Utilities,,,,1,342652,0.962936157,Very Low,High,6,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Business Services,2012,NC,DAVID,ROUZER,7,DAVID ROUZER,R,31724,0.03529972,898704,0,168041,0.499,Consumer Discretionary,Industrials,,,0,2192475,0.409903876,Mid-High,Mid-High,5,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Agricultural Services/Products,2012,NC,DAVID,ROUZER,7,DAVID ROUZER,R,282706,0.31457076,898704,0,168041,0.499,Consumer Staples,,,,0,2192475,0.409903876,Mid-High,Mid-High,2,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Defense Aerospace,2012,NC,MIKE,MCINTYRE,7,MIKE MCINTYRE,D,48624,0.037583158,1293771,1,168695,0.501,Industrials,,,,1,2192475,0.590096124,High,Mid-High,6,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Commercial Banks,2012,NC,MIKE,MCINTYRE,7,MIKE MCINTYRE,D,94923,0.073369244,1293771,1,168695,0.501,Financials,,,,1,2192475,0.590096124,High,Mid-High,4,94,Financials,5999.823849,Values1314b,0.542910069,2012
Agricultural Services/Products,2012,NC,MIKE,MCINTYRE,7,MIKE MCINTYRE,D,291784,0.225529866,1293771,1,168695,0.501,Consumer Staples,,,,1,2192475,0.590096124,High,Mid-High,2,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Telephone Utilities,2012,NC,MIKE,MCINTYRE,7,MIKE MCINTYRE,D,32250,0.024927132,1293771,1,168695,0.501,Telecommunication Services,,,,1,2192475,0.590096124,High,Mid-High,9,99,Telecommunication Services,132.289977,Values1314b,0.175711767,2012
Electric Utilities,2012,NC,MIKE,MCINTYRE,7,MIKE MCINTYRE,D,52500,0.040579051,1293771,1,168695,0.501,Utilities,,,,1,2192475,0.590096124,High,Mid-High,5,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Commercial Banks,2012,NC,DAVID,ROUZER,7,DAVID ROUZER,R,43817,0.048755764,898704,0,168041,0.499,Financials,,,,0,2192475,0.409903876,Mid-High,Mid-High,4,94,Financials,5999.823849,Values1314b,0.542910069,2012
Environmental Svcs/Equipment,2012,NC,DAVID,ROUZER,7,DAVID ROUZER,R,11250,0.012518026,898704,0,168041,0.499,Industrials,,,,0,2192475,0.409903876,Mid-High,Mid-High,7,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Oil & Gas,2012,NC,DAVID,ROUZER,7,DAVID ROUZER,R,26950,0.029987627,898704,0,168041,0.499,Energy,,,,0,2192475,0.409903876,Mid-High,Mid-High,6,93,Energy,2302.988878,Values1314b,0.151340006,2012
Health Services/HMOs,2012,NC,MIKE,MCINTYRE,7,MIKE MCINTYRE,D,36650,0.028328043,1293771,1,168695,0.501,Health Care,,,,1,2192475,0.590096124,High,Mid-High,8,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Retail Sales,2012,NC,MIKE,MCINTYRE,7,MIKE MCINTYRE,D,46000,0.035554978,1293771,1,168695,0.501,Consumer Discretionary,,,,1,2192475,0.590096124,High,Mid-High,7,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Textiles,2012,NC,LARRY,KISSELL,8,LARRY KISSELL,D,28358,0.035654609,795353,1,137139,0.4537,Consumer Discretionary,,,,0,1748292,0.454931442,Mid-Low,Mid-High,6,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Insurance,2012,NC,LARRY,KISSELL,8,LARRY KISSELL,D,33500,0.042119663,795353,1,137139,0.4537,Financials,,,,0,1748292,0.454931442,Mid-Low,Mid-High,5,94,Financials,5999.823849,Values1314b,0.542910069,2012
Pharmaceuticals/Health Products,2012,NC,RICHARD,HUDSON,8,RICHARD HUDSON,R,24350,0.025552527,952939,0,160695,0.5316,Health Care,,,,1,1748292,0.545068558,Mid-High,Mid-High,7,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Agricultural Services/Products,2012,NC,LARRY,KISSELL,8,LARRY KISSELL,D,100450,0.126296123,795353,1,137139,0.4537,Consumer Staples,,,,0,1748292,0.454931442,Mid-Low,Mid-High,2,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Defense Aerospace,2012,NC,LARRY,KISSELL,8,LARRY KISSELL,D,43499,0.054691439,795353,1,137139,0.4537,Industrials,,,,0,1748292,0.454931442,Mid-Low,Mid-High,4,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Crop Production & Basic Processing,2012,NC,RICHARD,HUDSON,8,RICHARD HUDSON,R,37675,0.039535584,952939,0,160695,0.5316,Consumer Staples,,,,1,1748292,0.545068558,Mid-High,Mid-High,6,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Automotive,2012,NC,RICHARD,HUDSON,8,RICHARD HUDSON,R,66450,0.069731641,952939,0,160695,0.5316,Consumer Discretionary,,,,1,1748292,0.545068558,Mid-High,Mid-High,4,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Oil & Gas,2012,NC,RICHARD,HUDSON,8,RICHARD HUDSON,R,48250,0.050632832,952939,0,160695,0.5316,Energy,,,,1,1748292,0.545068558,Mid-High,Mid-High,5,93,Energy,2302.988878,Values1314b,0.151340006,2012
Steel Production,2012,NC,LARRY,KISSELL,8,LARRY KISSELL,D,18250,0.022945786,795353,1,137139,0.4537,Materials,,,,0,1748292,0.454931442,Mid-Low,Mid-High,8,98,Materials,2244.49036,Values1314b,0.413267616,2012
Accountants,2012,NC,RICHARD,HUDSON,8,RICHARD HUDSON,R,117349,0.123144294,952939,0,160695,0.5316,Financials,,,,1,1748292,0.545068558,Mid-High,Mid-High,3,94,Financials,5999.823849,Values1314b,0.542910069,2012
Electric Utilities,2012,NC,LARRY,KISSELL,8,LARRY KISSELL,D,22000,0.027660674,795353,1,137139,0.4537,Utilities,,,,0,1748292,0.454931442,Mid-Low,Mid-High,7,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Construction Services,2012,NC,JENNIFER,ROBERTS,9,JENNIFER ROBERTS,D,3750,0.012299034,304902,0,171503,0.4565,Industrials,,,,0,846978,0.359988099,Very Low,Mid-High,7,96,Industrials,5442.195259,Values1314b,0.555140148,2012
Hospitals/Nursing Homes,2012,NC,ROBERT,PITTENGER,9,ROBERT PITTENGER,R,15783,0.029115844,542076,0,194537,0.5178,Health Care,,,,1,846978,0.640011901,Mid-Low,Mid-High,7,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Commercial Banks,2012,NC,JENNIFER,ROBERTS,9,JENNIFER ROBERTS,D,25850,0.08478134,304902,0,171503,0.4565,Financials,,,,0,846978,0.359988099,Very Low,Mid-High,4,94,Financials,5999.823849,Values1314b,0.542910069,2012
Oil & Gas,2012,NC,ROBERT,PITTENGER,9,ROBERT PITTENGER,R,26500,0.048886134,542076,0,194537,0.5178,Energy,,,,1,846978,0.640011901,Mid-Low,Mid-High,5,93,Energy,2302.988878,Values1314b,0.151340006,2012
Tobacco,2012,NC,ROBERT,PITTENGER,9,ROBERT PITTENGER,R,14000,0.025826637,542076,0,194537,0.5178,Consumer Staples,,,,1,846978,0.640011901,Mid-Low,Mid-High,8,92,Consumer Staples,2704.199142,Values1314b,0.523467767,2012
Electric Utilities,2012,NC,JENNIFER,ROBERTS,9,JENNIFER ROBERTS,D,3500,0.011479098,304902,0,171503,0.4565,Utilities,,,,0,846978,0.359988099,Very Low,Mid-High,8,100,Utilities,1570.556263,Values1314b,0.473743269,2012
Automotive,2012,NC,ROBERT,PITTENGER,9,ROBERT PITTENGER,R,75018,0.138390189,542076,0,194537,0.5178,Consumer Discretionary,,,,1,846978,0.640011901,Mid-Low,Mid-High,4,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Hospitals/Nursing Homes,2012,NC,JENNIFER,ROBERTS,9,JENNIFER ROBERTS,D,5750,0.018858518,304902,0,171503,0.4565,Health Care,,,,0,846978,0.359988099,Very Low,Mid-High,6,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Misc Business,2012,NC,JENNIFER,ROBERTS,9,JENNIFER ROBERTS,D,6400,0.020990351,304902,0,171503,0.4565,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,846978,0.359988099,Very Low,Mid-High,5,98,Materials,2244.49036,Values1314b,0.413267616,2012
Commercial Banks,2012,NC,ROBERT,PITTENGER,9,ROBERT PITTENGER,R,86275,0.15915665,542076,0,194537,0.5178,Financials,,,,1,846978,0.640011901,Mid-Low,Mid-High,3,94,Financials,5999.823849,Values1314b,0.542910069,2012
Business Services,2012,NC,JENNIFER,ROBERTS,9,JENNIFER ROBERTS,D,37752,0.123816833,304902,0,171503,0.4565,Consumer Discretionary,Industrials,,,0,846978,0.359988099,Very Low,Mid-High,3,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
Steel Production,2012,NC,ROBERT,PITTENGER,9,ROBERT PITTENGER,R,20000,0.036895196,542076,0,194537,0.5178,Materials,,,,1,846978,0.640011901,Mid-Low,Mid-High,6,98,Materials,2244.49036,Values1314b,0.413267616,2012
Insurance,2012,ND,PAM,GULLESON,1,PAM GULLESON,D,14483,0.026868285,539037,0,131869,0.4172,Financials,,,,0,1330934,0.405006559,Mid-Low,Mid-High,4,94,Financials,5999.823849,Values1314b,0.542910069,2012
Commercial Banks,2012,ND,KEVIN,CRAMER,1,KEVIN CRAMER,R,46750,0.059035455,791897,0,173433,0.5487,Financials,,,,1,1330934,0.594993441,Mid-Low,Mid-High,6,94,Financials,5999.823849,Values1314b,0.542910069,2012
Misc Health,2012,ND,PAM,GULLESON,1,PAM GULLESON,D,6200,0.011501993,539037,0,131869,0.4172,Health Care,,,,0,1330934,0.405006559,Mid-Low,Mid-High,7,95,Health Care,5966.566284,Values1314b,0.782492615,2012
Lodging/Tourism,2012,ND,PAM,GULLESON,1,PAM GULLESON,D,10134,0.018800194,539037,0,131869,0.4172,Consumer Discretionary,,,,0,1330934,0.405006559,Mid-Low,Mid-High,5,91,Consumer Discretionary,8184.442504,Values1314b,0.6440764,2012
