[state, district, year]=al, 01, 2004
Jo Bonner (R)
Industry	Total	
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 31, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 32, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 33, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 34, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 35, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 36, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 37, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 38, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 39, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 40, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 41, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 42, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 43, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 44, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 45, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 46, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 47, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 48, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 49, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 50, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 51, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 52, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 53, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 54, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 55, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 56, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
Misc Finance	$24,450
Electric Utilities	$22,277
Commercial Banks	$22,050
Insurance	$22,050
General Contractors	$20,450
Business Services	$16,600
Forestry & Forest Products	$16,200
Automotive	$15,250
Misc Manufacturing & Distributing	$14,500
Building Materials & Equipment	$14,100
Construction Services	$14,000
Steel Production	$13,400

[state, district, year]=al, 57, 2008
Jo Bonner (R)
Industry	Total	
Real Estate	$50,300
Lawyers/Law Firms	$45,000
Health Professionals	$43,950
Retired	$43,100
Lobbyists	$34,745
Crop Production & Basic Processing	$32,200
Sea Transport	$29,676
Agricultural Services/Products	$25,250
